Linha,707
Tabela,009
num,ponto,horario
171104,TERMINAL TATUQUARA,06:25
102244,PRACA RUI BARBOSA,07:18
171104,TERMINAL TATUQUARA,08:09
102244,PRACA RUI BARBOSA,09:03
171104,TERMINAL TATUQUARA,09:55
102244,PRACA RUI BARBOSA,10:48
171104,TERMINAL TATUQUARA,11:40
102244,PRACA RUI BARBOSA,12:33
171104,TERMINAL TATUQUARA,13:25
102244,PRACA RUI BARBOSA,14:18
171104,TERMINAL TATUQUARA,15:16
102244,PRACA RUI BARBOSA,16:11
171104,TERMINAL TATUQUARA,17:16
102244,PRACA RUI BARBOSA,18:13
171104,TERMINAL TATUQUARA,19:20
102244,PRACA RUI BARBOSA,20:15
171104,TERMINAL TATUQUARA,21:00
102244,PRACA RUI BARBOSA,21:51
171104,TERMINAL TATUQUARA,22:36
102244,PRACA RUI BARBOSA,23:27
