Linha,603
Tabela,003
num,ponto,horario
105701,TERMINAL PINHEIRINHO,05:20
108216,PRACA RUI BARBOSA,05:56
105701,TERMINAL PINHEIRINHO,06:32
108216,PRACA RUI BARBOSA,07:08
105701,TERMINAL PINHEIRINHO,07:46
108216,PRACA RUI BARBOSA,08:24
105701,TERMINAL PINHEIRINHO,09:05
108216,PRACA RUI BARBOSA,09:44
105701,TERMINAL PINHEIRINHO,10:21
108216,PRACA RUI BARBOSA,11:00
105701,TERMINAL PINHEIRINHO,11:38
108216,PRACA RUI BARBOSA,12:16
105701,TERMINAL PINHEIRINHO,12:55
108216,PRACA RUI BARBOSA,13:33
105701,TERMINAL PINHEIRINHO,14:12
108216,PRACA RUI BARBOSA,14:49
105701,TERMINAL PINHEIRINHO,15:29
108216,PRACA RUI BARBOSA,16:09
105701,TERMINAL PINHEIRINHO,16:54
108216,PRACA RUI BARBOSA,17:32
105701,TERMINAL PINHEIRINHO,18:16
108216,PRACA RUI BARBOSA,18:54
