Linha,603
Tabela,002
num,ponto,horario
105701,TERMINAL PINHEIRINHO,06:28
108216,PRACA RUI BARBOSA,07:04
105701,TERMINAL PINHEIRINHO,07:41
108216,PRACA RUI BARBOSA,08:19
105701,TERMINAL PINHEIRINHO,08:57
108216,PRACA RUI BARBOSA,09:35
105701,TERMINAL PINHEIRINHO,10:13
108216,PRACA RUI BARBOSA,10:52
105701,TERMINAL PINHEIRINHO,11:30
108216,PRACA RUI BARBOSA,12:08
105701,TERMINAL PINHEIRINHO,12:46
108216,PRACA RUI BARBOSA,13:24
105701,TERMINAL PINHEIRINHO,14:03
108216,PRACA RUI BARBOSA,14:41
105701,TERMINAL PINHEIRINHO,15:20
108216,PRACA RUI BARBOSA,15:56
105701,TERMINAL PINHEIRINHO,16:40
108216,PRACA RUI BARBOSA,17:19
105701,TERMINAL PINHEIRINHO,18:03
108216,PRACA RUI BARBOSA,18:41
105701,TERMINAL PINHEIRINHO,19:29
108216,PRACA RUI BARBOSA,20:07
105701,TERMINAL PINHEIRINHO,20:47
108216,PRACA RUI BARBOSA,21:25
105701,TERMINAL PINHEIRINHO,22:04
108216,PRACA RUI BARBOSA,22:42
105701,TERMINAL PINHEIRINHO,23:20
108216,PRACA RUI BARBOSA,23:57
