Linha,711
Tabela,002-2
num,ponto,horario
105305,TERMINAL FAZENDINHA,16:16
180500,BAIRRO ITATIAIA,16:37
105305,TERMINAL FAZENDINHA,16:55
180500,BAIRRO ITATIAIA,17:18
105305,TERMINAL FAZENDINHA,17:37
180500,BAIRRO ITATIAIA,18:00
105305,TERMINAL FAZENDINHA,18:18
180500,BAIRRO ITATIAIA,18:41
105305,TERMINAL FAZENDINHA,18:59
180500,BAIRRO ITATIAIA,19:21
105305,TERMINAL FAZENDINHA,19:38
180500,BAIRRO ITATIAIA,19:58
105305,TERMINAL FAZENDINHA,20:14
180500,BAIRRO ITATIAIA,20:30
105305,TERMINAL FAZENDINHA,20:46
180500,BAIRRO ITATIAIA,21:02
105305,TERMINAL FAZENDINHA,21:18
180500,BAIRRO ITATIAIA,21:34
105305,TERMINAL FAZENDINHA,21:50
180500,BAIRRO ITATIAIA,22:05
105305,TERMINAL FAZENDINHA,22:21
180500,BAIRRO ITATIAIA,22:36
105305,TERMINAL FAZENDINHA,22:51
180500,BAIRRO ITATIAIA,23:06
105305,TERMINAL FAZENDINHA,23:22
180500,BAIRRO ITATIAIA,23:37
105305,TERMINAL FAZENDINHA,23:53
180500,BAIRRO ITATIAIA,00:08
105305,TERMINAL FAZENDINHA,00:25
