Linha,371
Tabela,002
num,ponto,horario
104011,TERMINAL BAIRRO ALTO,06:30
103405,PRACA SANTOS ANDRADE,06:55
104011,TERMINAL BAIRRO ALTO,07:30
103405,PRACA SANTOS ANDRADE,07:55
104011,TERMINAL BAIRRO ALTO,08:30
103405,PRACA SANTOS ANDRADE,08:55
104011,TERMINAL BAIRRO ALTO,09:30
103405,PRACA SANTOS ANDRADE,09:55
104011,TERMINAL BAIRRO ALTO,10:30
103405,PRACA SANTOS ANDRADE,10:55
104011,TERMINAL BAIRRO ALTO,11:30
103405,PRACA SANTOS ANDRADE,11:55
104011,TERMINAL BAIRRO ALTO,12:30
103405,PRACA SANTOS ANDRADE,12:55
104011,TERMINAL BAIRRO ALTO,13:30
103405,PRACA SANTOS ANDRADE,13:55
104011,TERMINAL BAIRRO ALTO,14:30
103405,PRACA SANTOS ANDRADE,14:55
104011,TERMINAL BAIRRO ALTO,15:30
103405,PRACA SANTOS ANDRADE,15:55
104011,TERMINAL BAIRRO ALTO,16:30
103405,PRACA SANTOS ANDRADE,16:55
104011,TERMINAL BAIRRO ALTO,17:30
103405,PRACA SANTOS ANDRADE,17:55
104011,TERMINAL BAIRRO ALTO,18:30
103405,PRACA SANTOS ANDRADE,18:55
104011,TERMINAL BAIRRO ALTO,19:30
103405,PRACA SANTOS ANDRADE,19:55
104011,TERMINAL BAIRRO ALTO,20:30
103405,PRACA SANTOS ANDRADE,20:55
104011,TERMINAL BAIRRO ALTO,21:30
103405,PRACA SANTOS ANDRADE,21:55
104011,TERMINAL BAIRRO ALTO,22:30
103405,PRACA SANTOS ANDRADE,22:55
104011,TERMINAL BAIRRO ALTO,23:30
103405,PRACA SANTOS ANDRADE,23:55
