Linha,706
Tabela,003
num,ponto,horario
105311,TERM.FAZENDINHA/TERM.CAIUA,05:45
105001,TERMINAL CAIUA,05:54
105302,TERM.FAZENDINHA SENTIDO CENTRO,06:03
102016,PRACA RUI BARBOSA,06:31
105311,TERM.FAZENDINHA/TERM.CAIUA,06:55
105001,TERMINAL CAIUA,07:06
105302,TERM.FAZENDINHA SENTIDO CENTRO,07:16
102016,PRACA RUI BARBOSA,07:46
105311,TERM.FAZENDINHA/TERM.CAIUA,08:12
105001,TERMINAL CAIUA,08:24
105302,TERM.FAZENDINHA SENTIDO CENTRO,08:34
102016,PRACA RUI BARBOSA,09:04
105311,TERM.FAZENDINHA/TERM.CAIUA,09:31
