Linha,821
Tabela,002
num,ponto,horario
106017,TERMINAL SANTA FELICIDADE,05:56
104608,TERMINAL CAMPO COMPRIDO,06:32
106017,TERMINAL SANTA FELICIDADE,07:08
104608,TERMINAL CAMPO COMPRIDO,07:44
106017,TERMINAL SANTA FELICIDADE,08:20
104608,TERMINAL CAMPO COMPRIDO,08:56
106017,TERMINAL SANTA FELICIDADE,09:32
104608,TERMINAL CAMPO COMPRIDO,10:08
106017,TERMINAL SANTA FELICIDADE,10:44
104608,TERMINAL CAMPO COMPRIDO,11:20
106017,TERMINAL SANTA FELICIDADE,11:56
104608,TERMINAL CAMPO COMPRIDO,12:32
106017,TERMINAL SANTA FELICIDADE,13:08
104608,TERMINAL CAMPO COMPRIDO,13:44
106017,TERMINAL SANTA FELICIDADE,14:20
104608,TERMINAL CAMPO COMPRIDO,14:56
106017,TERMINAL SANTA FELICIDADE,15:32
104608,TERMINAL CAMPO COMPRIDO,16:08
106017,TERMINAL SANTA FELICIDADE,16:48
104608,TERMINAL CAMPO COMPRIDO,17:26
106017,TERMINAL SANTA FELICIDADE,18:08
104608,TERMINAL CAMPO COMPRIDO,18:46
106017,TERMINAL SANTA FELICIDADE,19:28
104608,TERMINAL CAMPO COMPRIDO,20:00
106017,TERMINAL SANTA FELICIDADE,20:30
104608,TERMINAL CAMPO COMPRIDO,21:00
106017,TERMINAL SANTA FELICIDADE,21:32
104608,TERMINAL CAMPO COMPRIDO,22:00
106017,TERMINAL SANTA FELICIDADE,22:32
104608,TERMINAL CAMPO COMPRIDO,23:00
106017,TERMINAL SANTA FELICIDADE,23:32
104608,TERMINAL CAMPO COMPRIDO,00:00
