Linha,474
Tabela,001
num,ponto,horario
140761,BAIRRO ITIBERE,05:55
102021,PRACA RUI BARBOSA,06:30
140761,BAIRRO ITIBERE,07:00
102021,PRACA RUI BARBOSA,07:55
140761,BAIRRO ITIBERE,08:30
102021,PRACA RUI BARBOSA,09:10
140761,BAIRRO ITIBERE,09:45
102021,PRACA RUI BARBOSA,10:20
140761,BAIRRO ITIBERE,10:55
102021,PRACA RUI BARBOSA,11:30
140761,BAIRRO ITIBERE,12:05
102021,PRACA RUI BARBOSA,12:40
140761,BAIRRO ITIBERE,13:15
102021,PRACA RUI BARBOSA,13:50
140761,BAIRRO ITIBERE,14:25
102021,PRACA RUI BARBOSA,15:00
140761,BAIRRO ITIBERE,15:35
102021,PRACA RUI BARBOSA,16:10
140761,BAIRRO ITIBERE,16:55
102021,PRACA RUI BARBOSA,17:35
140761,BAIRRO ITIBERE,18:20
102021,PRACA RUI BARBOSA,19:05
140761,BAIRRO ITIBERE,19:50
102021,PRACA RUI BARBOSA,20:25
140761,BAIRRO ITIBERE,21:00
102021,PRACA RUI BARBOSA,21:35
140761,BAIRRO ITIBERE,22:10
102021,PRACA RUI BARBOSA,22:45
140761,BAIRRO ITIBERE,23:20
102021,PRACA RUI BARBOSA,23:55
