Linha,619
Tabela,003
num,ponto,horario
170486,BAIRRO SANTA RITA,05:12
171064,TERMINAL TATUQUARA,05:18
105207,TERMINAL CIC,05:54
171064,TERMINAL TATUQUARA,06:28
105207,TERMINAL CIC,07:10
171064,TERMINAL TATUQUARA,07:44
105207,TERMINAL CIC,08:22
171064,TERMINAL TATUQUARA,08:54
105207,TERMINAL CIC,09:29
171064,TERMINAL TATUQUARA,10:00
105207,TERMINAL CIC,10:35
171064,TERMINAL TATUQUARA,11:06
105207,TERMINAL CIC,11:41
171064,TERMINAL TATUQUARA,12:13
105207,TERMINAL CIC,12:48
171064,TERMINAL TATUQUARA,13:22
105207,TERMINAL CIC,13:57
171064,TERMINAL TATUQUARA,14:31
105207,TERMINAL CIC,15:06
171064,TERMINAL TATUQUARA,15:42
105207,TERMINAL CIC,16:22
171064,TERMINAL TATUQUARA,16:56
105207,TERMINAL CIC,17:32
171064,TERMINAL TATUQUARA,18:14
105207,TERMINAL CIC,18:52
171064,TERMINAL TATUQUARA,19:34
105207,TERMINAL CIC,20:14
171064,TERMINAL TATUQUARA,20:47
105207,TERMINAL CIC,21:17
171064,TERMINAL TATUQUARA,21:50
105207,TERMINAL CIC,22:20
171064,TERMINAL TATUQUARA,22:50
105207,TERMINAL CIC,23:20
171064,TERMINAL TATUQUARA,23:50
105207,TERMINAL CIC,00:20
