Linha,600
Tabela,2-2
num,ponto,horario
105734,T.PINHEIRINHO/QUARTEL GENERAL,17:18
170258,BAIRRO QUARTEL GENERAL,17:30
105732,T.PINHEIRINHO/TEQUALY,17:47
170945,TEQUALY,18:04
105734,T.PINHEIRINHO/QUARTEL GENERAL,18:38
170258,BAIRRO QUARTEL GENERAL,18:50
105732,T.PINHEIRINHO/TEQUALY,19:07
170945,TEQUALY,19:24
105734,T.PINHEIRINHO/QUARTEL GENERAL,19:50
170258,BAIRRO QUARTEL GENERAL,20:02
105732,T.PINHEIRINHO/TEQUALY,20:19
170945,TEQUALY,20:36
105734,T.PINHEIRINHO/QUARTEL GENERAL,21:00
170258,BAIRRO QUARTEL GENERAL,21:12
105732,T.PINHEIRINHO/TEQUALY,21:29
170945,TEQUALY,21:44
105734,T.PINHEIRINHO/QUARTEL GENERAL,22:08
170258,BAIRRO QUARTEL GENERAL,22:20
105732,T.PINHEIRINHO/TEQUALY,22:37
170945,TEQUALY,22:52
105734,T.PINHEIRINHO/QUARTEL GENERAL,23:16
170258,BAIRRO QUARTEL GENERAL,23:28
105734,T.PINHEIRINHO/QUARTEL GENERAL,23:45
