Linha,216
Tabela,009
num,ponto,horario
104404,TERMINAL CABRAL,06:20
105806,TERMINAL PORTAO,07:01
104404,TERMINAL CABRAL,07:49
105806,TERMINAL PORTAO,08:51
104404,TERMINAL CABRAL,09:36
105806,TERMINAL PORTAO,10:22
104404,TERMINAL CABRAL,11:03
105806,TERMINAL PORTAO,11:47
104404,TERMINAL CABRAL,12:31
105806,TERMINAL PORTAO,13:15
104404,TERMINAL CABRAL,14:00
105806,TERMINAL PORTAO,14:48
104404,TERMINAL CABRAL,15:33
105806,TERMINAL PORTAO,16:21
104404,TERMINAL CABRAL,17:07
105806,TERMINAL PORTAO,18:07
104404,TERMINAL CABRAL,19:07
