Linha,231
Tabela,2-1
num,ponto,horario
105906,TERM.STA.CANDIDA/BANESTADO,05:55
350042,BAIRRO BANESTADO,06:05
105909,TERM.STA.CANDIDA/CALIFORNIA,06:21
130585,BAIRRO CALIFORNIA,06:27
105906,TERM.STA.CANDIDA/BANESTADO,06:37
350042,BAIRRO BANESTADO,06:48
105909,TERM.STA.CANDIDA/CALIFORNIA,07:09
130585,BAIRRO CALIFORNIA,07:15
105906,TERM.STA.CANDIDA/BANESTADO,07:25
350042,BAIRRO BANESTADO,07:36
105909,TERM.STA.CANDIDA/CALIFORNIA,07:59
130585,BAIRRO CALIFORNIA,08:05
105906,TERM.STA.CANDIDA/BANESTADO,08:15
350042,BAIRRO BANESTADO,08:26
