Linha,812
Tabela,004
num,ponto,horario
190069,BAIRRO MONTANA,06:25
104508,TERMINAL CAMPINA DO SIQUEIRA,06:56
190069,BAIRRO MONTANA,07:23
104508,TERMINAL CAMPINA DO SIQUEIRA,08:00
190069,BAIRRO MONTANA,08:27
104508,TERMINAL CAMPINA DO SIQUEIRA,09:02
190069,BAIRRO MONTANA,09:30
104508,TERMINAL CAMPINA DO SIQUEIRA,10:02
190069,BAIRRO MONTANA,10:28
104508,TERMINAL CAMPINA DO SIQUEIRA,11:00
190069,BAIRRO MONTANA,11:26
104508,TERMINAL CAMPINA DO SIQUEIRA,11:56
190069,BAIRRO MONTANA,12:22
104508,TERMINAL CAMPINA DO SIQUEIRA,12:52
190069,BAIRRO MONTANA,13:18
104508,TERMINAL CAMPINA DO SIQUEIRA,13:48
190069,BAIRRO MONTANA,14:14
104508,TERMINAL CAMPINA DO SIQUEIRA,14:46
190069,BAIRRO MONTANA,15:12
104508,TERMINAL CAMPINA DO SIQUEIRA,15:44
190069,BAIRRO MONTANA,16:10
104508,TERMINAL CAMPINA DO SIQUEIRA,16:45
190069,BAIRRO MONTANA,17:15
104508,TERMINAL CAMPINA DO SIQUEIRA,17:53
190069,BAIRRO MONTANA,18:23
104508,TERMINAL CAMPINA DO SIQUEIRA,18:59
190069,BAIRRO MONTANA,19:25
104508,TERMINAL CAMPINA DO SIQUEIRA,19:51
190069,BAIRRO MONTANA,20:15
104508,TERMINAL CAMPINA DO SIQUEIRA,20:41
190069,BAIRRO MONTANA,21:05
104508,TERMINAL CAMPINA DO SIQUEIRA,21:31
190069,BAIRRO MONTANA,21:55
104508,TERMINAL CAMPINA DO SIQUEIRA,22:21
190069,BAIRRO MONTANA,22:45
104508,TERMINAL CAMPINA DO SIQUEIRA,23:11
190069,BAIRRO MONTANA,23:35
104508,TERMINAL CAMPINA DO SIQUEIRA,00:01
