Linha,707
Tabela,004
num,ponto,horario
171104,TERMINAL TATUQUARA,06:45
102244,PRACA RUI BARBOSA,07:35
171104,TERMINAL TATUQUARA,08:25
102244,PRACA RUI BARBOSA,09:15
171104,TERMINAL TATUQUARA,10:07
102244,PRACA RUI BARBOSA,10:57
171104,TERMINAL TATUQUARA,11:55
102244,PRACA RUI BARBOSA,12:47
171104,TERMINAL TATUQUARA,13:43
102244,PRACA RUI BARBOSA,14:35
171104,TERMINAL TATUQUARA,15:31
102244,PRACA RUI BARBOSA,16:23
171104,TERMINAL TATUQUARA,17:19
102244,PRACA RUI BARBOSA,18:11
171104,TERMINAL TATUQUARA,19:07
102244,PRACA RUI BARBOSA,19:59
171104,TERMINAL TATUQUARA,20:59
102244,PRACA RUI BARBOSA,21:55
171104,TERMINAL TATUQUARA,22:49
102244,PRACA RUI BARBOSA,23:40
