Linha,707
Tabela,001
num,ponto,horario
171104,TERMINAL TATUQUARA,05:30
102244,PRACA RUI BARBOSA,06:20
171104,TERMINAL TATUQUARA,07:10
102244,PRACA RUI BARBOSA,08:00
171104,TERMINAL TATUQUARA,08:50
102244,PRACA RUI BARBOSA,09:40
171104,TERMINAL TATUQUARA,10:34
102244,PRACA RUI BARBOSA,11:24
171104,TERMINAL TATUQUARA,12:22
102244,PRACA RUI BARBOSA,13:14
171104,TERMINAL TATUQUARA,14:10
102244,PRACA RUI BARBOSA,15:02
171104,TERMINAL TATUQUARA,15:58
102244,PRACA RUI BARBOSA,16:50
171104,TERMINAL TATUQUARA,17:46
102244,PRACA RUI BARBOSA,18:38
171104,TERMINAL TATUQUARA,19:34
102244,PRACA RUI BARBOSA,20:26
