Linha,X37
Tabela,004-1
num,ponto,horario
170958,BAIRRO SANTA RITA DIRETO,05:27
105739,T. PINHEIRINHO VAZIO STA RITA,05:59
170958,BAIRRO SANTA RITA DIRETO,06:30
105739,T. PINHEIRINHO VAZIO STA RITA,07:23
170958,BAIRRO SANTA RITA DIRETO,07:55
