Linha,X37
Tabela,001-1
num,ponto,horario
170958,BAIRRO SANTA RITA DIRETO,05:00
105739,T. PINHEIRINHO VAZIO STA RITA,05:26
170958,BAIRRO SANTA RITA DIRETO,05:55
105739,T. PINHEIRINHO VAZIO STA RITA,06:26
170958,BAIRRO SANTA RITA DIRETO,06:56
105739,T. PINHEIRINHO VAZIO STA RITA,07:32
170958,BAIRRO SANTA RITA DIRETO,08:02
