Linha,X37
Tabela,005-2
num,ponto,horario
105739,T. PINHEIRINHO DIRETO STA RITA,17:04
170959,BAIRRO VAZIO T.PINHEIRINHO,17:37
105739,T. PINHEIRINHO DIRETO STA RITA,18:17
170959,BAIRRO VAZIO T.PINHEIRINHO,18:50
105739,T. PINHEIRINHO DIRETO STA RITA,19:24
