Linha,X37
Tabela,002-2
num,ponto,horario
105739,T. PINHEIRINHO DIRETO STA RITA,16:24
170959,BAIRRO VAZIO T.PINHEIRINHO,16:57
105739,T. PINHEIRINHO DIRETO STA RITA,17:32
170959,BAIRRO VAZIO T.PINHEIRINHO,18:07
105739,T. PINHEIRINHO DIRETO STA RITA,18:45
170959,BAIRRO VAZIO T.PINHEIRINHO,19:16
105739,T. PINHEIRINHO DIRETO STA RITA,19:50
