Linha,X37
Tabela,008
num,ponto,horario
170649,AV. PERO VAZ DE CAMINHA-DIRETO,06:10
105739,T. PINHEIRINHO VAZIO STA RITA,06:44
170958,BAIRRO SANTA RITA DIRETO,07:15
