Linha,X37
Tabela,002-1
num,ponto,horario
170958,BAIRRO SANTA RITA DIRETO,05:09
105739,T. PINHEIRINHO VAZIO STA RITA,05:35
170958,BAIRRO SANTA RITA DIRETO,06:05
105739,T. PINHEIRINHO VAZIO STA RITA,06:37
170958,BAIRRO SANTA RITA DIRETO,07:07
