Linha,X37
Tabela,003-2
num,ponto,horario
105739,T. PINHEIRINHO DIRETO STA RITA,16:36
170959,BAIRRO VAZIO T.PINHEIRINHO,17:10
105739,T. PINHEIRINHO DIRETO STA RITA,17:47
170959,BAIRRO VAZIO T.PINHEIRINHO,18:20
105739,T. PINHEIRINHO DIRETO STA RITA,18:59
