Linha,X37
Tabela,004-2
num,ponto,horario
105739,T. PINHEIRINHO DIRETO STA RITA,16:51
170959,BAIRRO VAZIO T.PINHEIRINHO,17:25
105739,T. PINHEIRINHO DIRETO STA RITA,18:01
170959,BAIRRO VAZIO T.PINHEIRINHO,18:35
105739,T. PINHEIRINHO DIRETO STA RITA,19:13
