Linha,X37
Tabela,003-1
num,ponto,horario
170958,BAIRRO SANTA RITA DIRETO,05:18
105739,T. PINHEIRINHO VAZIO STA RITA,05:45
170958,BAIRRO SANTA RITA DIRETO,06:15
105739,T. PINHEIRINHO VAZIO STA RITA,06:48
170958,BAIRRO SANTA RITA DIRETO,07:18
