Linha,X37
Tabela,006
num,ponto,horario
170958,BAIRRO SANTA RITA DIRETO,05:45
105739,T. PINHEIRINHO VAZIO STA RITA,06:15
170958,BAIRRO SANTA RITA DIRETO,06:45
105739,T. PINHEIRINHO VAZIO STA RITA,07:21
170958,BAIRRO SANTA RITA DIRETO,07:51
