Linha,060
Tabela,001
num,ponto,horario
105010,TERM.CAIUA SENTIDO TERM.C.COMP,05:46
104616,TERMINAL CAMPO COMPRIDO,06:02
105007,TERM. CAIUA SENT. PINHEIRINHO,06:16
105733,TERMINAL PINHEIRINHO,06:42
105010,TERM.CAIUA SENTIDO TERM.C.COMP,07:06
104616,TERMINAL CAMPO COMPRIDO,07:22
105007,TERM. CAIUA SENT. PINHEIRINHO,07:36
105733,TERMINAL PINHEIRINHO,08:02
105010,TERM.CAIUA SENTIDO TERM.C.COMP,08:26
104616,TERMINAL CAMPO COMPRIDO,08:42
105007,TERM. CAIUA SENT. PINHEIRINHO,08:58
105733,TERMINAL PINHEIRINHO,09:24
105010,TERM.CAIUA SENTIDO TERM.C.COMP,09:48
104616,TERMINAL CAMPO COMPRIDO,10:04
105007,TERM. CAIUA SENT. PINHEIRINHO,10:22
105733,TERMINAL PINHEIRINHO,10:48
105010,TERM.CAIUA SENTIDO TERM.C.COMP,11:14
104616,TERMINAL CAMPO COMPRIDO,11:30
105007,TERM. CAIUA SENT. PINHEIRINHO,11:47
105733,TERMINAL PINHEIRINHO,12:15
105010,TERM.CAIUA SENTIDO TERM.C.COMP,12:42
104616,TERMINAL CAMPO COMPRIDO,13:00
105007,TERM. CAIUA SENT. PINHEIRINHO,13:17
105733,TERMINAL PINHEIRINHO,13:45
105010,TERM.CAIUA SENTIDO TERM.C.COMP,14:12
104616,TERMINAL CAMPO COMPRIDO,14:30
105007,TERM. CAIUA SENT. PINHEIRINHO,14:47
105733,TERMINAL PINHEIRINHO,15:15
105010,TERM.CAIUA SENTIDO TERM.C.COMP,15:42
104616,TERMINAL CAMPO COMPRIDO,16:00
105007,TERM. CAIUA SENT. PINHEIRINHO,16:17
105733,TERMINAL PINHEIRINHO,16:45
105010,TERM.CAIUA SENTIDO TERM.C.COMP,17:12
104616,TERMINAL CAMPO COMPRIDO,17:30
105007,TERM. CAIUA SENT. PINHEIRINHO,17:47
105733,TERMINAL PINHEIRINHO,18:15
105010,TERM.CAIUA SENTIDO TERM.C.COMP,18:42
104616,TERMINAL CAMPO COMPRIDO,19:00
105007,TERM. CAIUA SENT. PINHEIRINHO,19:14
105733,TERMINAL PINHEIRINHO,19:40
105010,TERM.CAIUA SENTIDO TERM.C.COMP,20:04
104616,TERMINAL CAMPO COMPRIDO,20:20
105007,TERM. CAIUA SENT. PINHEIRINHO,20:34
105733,TERMINAL PINHEIRINHO,21:00
105010,TERM.CAIUA SENTIDO TERM.C.COMP,21:24
104616,TERMINAL CAMPO COMPRIDO,21:40
105007,TERM. CAIUA SENT. PINHEIRINHO,21:53
105733,TERMINAL PINHEIRINHO,22:18
105010,TERM.CAIUA SENTIDO TERM.C.COMP,22:41
104616,TERMINAL CAMPO COMPRIDO,22:56
105007,TERM. CAIUA SENT. PINHEIRINHO,23:09
105733,TERMINAL PINHEIRINHO,23:34
105010,TERM.CAIUA SENTIDO TERM.C.COMP,23:57
