Linha,630
Tabela,001-2
num,ponto,horario
105728,TERMINAL PINHEIRINHO,16:57
170371,VITORIA REGIA,17:17
105728,TERMINAL PINHEIRINHO,17:56
170371,VITORIA REGIA,18:16
105728,TERMINAL PINHEIRINHO,18:56
170371,VITORIA REGIA,19:20
105728,TERMINAL PINHEIRINHO,19:56
170371,VITORIA REGIA,20:11
105728,TERMINAL PINHEIRINHO,20:46
170371,VITORIA REGIA,21:02
105728,TERMINAL PINHEIRINHO,21:36
170371,VITORIA REGIA,21:52
105728,TERMINAL PINHEIRINHO,22:26
170371,VITORIA REGIA,22:42
105728,TERMINAL PINHEIRINHO,23:16
170371,VITORIA REGIA,23:32
105728,TERMINAL PINHEIRINHO,00:06
