Linha,472
Tabela,001
num,ponto,horario
140807,BAIRRO UBERABA,05:30
102024,PRACA RUI BARBOSA,06:03
140807,BAIRRO UBERABA,06:37
102024,PRACA RUI BARBOSA,07:15
140807,BAIRRO UBERABA,07:55
102024,PRACA RUI BARBOSA,08:50
140807,BAIRRO UBERABA,09:25
102024,PRACA RUI BARBOSA,10:00
140807,BAIRRO UBERABA,10:35
102024,PRACA RUI BARBOSA,11:10
140807,BAIRRO UBERABA,11:45
102024,PRACA RUI BARBOSA,12:23
140807,BAIRRO UBERABA,12:58
102024,PRACA RUI BARBOSA,13:38
140807,BAIRRO UBERABA,14:13
102024,PRACA RUI BARBOSA,14:51
140807,BAIRRO UBERABA,15:29
102024,PRACA RUI BARBOSA,16:07
140807,BAIRRO UBERABA,16:51
102024,PRACA RUI BARBOSA,17:35
140807,BAIRRO UBERABA,18:19
102024,PRACA RUI BARBOSA,19:03
140807,BAIRRO UBERABA,19:47
102024,PRACA RUI BARBOSA,20:24
140807,BAIRRO UBERABA,21:01
102024,PRACA RUI BARBOSA,21:38
140807,BAIRRO UBERABA,22:18
102024,PRACA RUI BARBOSA,22:55
140807,BAIRRO UBERABA,23:30
102024,PRACA RUI BARBOSA,00:00
