Linha,542
Tabela,002-1
num,ponto,horario
106113,TERMINAL SITIO CERCADO,04:54
160093,BAIRRO NOVO B,05:06
106113,TERMINAL SITIO CERCADO,05:19
160093,BAIRRO NOVO B,05:31
106113,TERMINAL SITIO CERCADO,05:44
160093,BAIRRO NOVO B,05:56
106113,TERMINAL SITIO CERCADO,06:09
160093,BAIRRO NOVO B,06:21
106113,TERMINAL SITIO CERCADO,06:34
160093,BAIRRO NOVO B,06:46
106113,TERMINAL SITIO CERCADO,06:59
160093,BAIRRO NOVO B,07:11
106113,TERMINAL SITIO CERCADO,07:24
160093,BAIRRO NOVO B,07:36
106113,TERMINAL SITIO CERCADO,07:49
160093,BAIRRO NOVO B,08:01
