Linha,863
Tabela,001
num,ponto,horario
150938,BAIRRO AGUA VERDE,05:30
101017,PRACA TIRADENTES,05:53
150938,BAIRRO AGUA VERDE,06:18
101017,PRACA TIRADENTES,06:41
150938,BAIRRO AGUA VERDE,07:06
101017,PRACA TIRADENTES,07:29
150938,BAIRRO AGUA VERDE,07:54
101017,PRACA TIRADENTES,08:17
150938,BAIRRO AGUA VERDE,08:42
101017,PRACA TIRADENTES,09:07
150938,BAIRRO AGUA VERDE,09:32
101017,PRACA TIRADENTES,09:57
150938,BAIRRO AGUA VERDE,10:22
101017,PRACA TIRADENTES,10:47
150938,BAIRRO AGUA VERDE,11:12
101017,PRACA TIRADENTES,11:39
150938,BAIRRO AGUA VERDE,12:04
101017,PRACA TIRADENTES,12:31
150938,BAIRRO AGUA VERDE,12:56
101017,PRACA TIRADENTES,13:23
150938,BAIRRO AGUA VERDE,13:48
101017,PRACA TIRADENTES,14:15
150938,BAIRRO AGUA VERDE,14:40
101017,PRACA TIRADENTES,15:07
150938,BAIRRO AGUA VERDE,15:32
101017,PRACA TIRADENTES,15:57
150938,BAIRRO AGUA VERDE,16:22
101017,PRACA TIRADENTES,16:47
150938,BAIRRO AGUA VERDE,17:12
101017,PRACA TIRADENTES,17:37
