Linha,303
Tabela,002
num,ponto,horario
105101,TERMINAL CENTENARIO,05:24
108030,ESTACAO TUBO R.BARBOSA/OESTE,05:59
104601,TERMINAL CAMPO COMPRIDO,06:31
108169,ESTACAO TUBO R. BARBOSA/LESTE,06:59
105101,TERMINAL CENTENARIO,07:34
108030,ESTACAO TUBO R.BARBOSA/OESTE,08:10
104601,TERMINAL CAMPO COMPRIDO,08:41
108169,ESTACAO TUBO R. BARBOSA/LESTE,09:08
105101,TERMINAL CENTENARIO,09:44
108030,ESTACAO TUBO R.BARBOSA/OESTE,10:18
104601,TERMINAL CAMPO COMPRIDO,10:49
108169,ESTACAO TUBO R. BARBOSA/LESTE,11:17
105101,TERMINAL CENTENARIO,11:52
108030,ESTACAO TUBO R.BARBOSA/OESTE,12:26
104601,TERMINAL CAMPO COMPRIDO,12:57
108169,ESTACAO TUBO R. BARBOSA/LESTE,13:25
105101,TERMINAL CENTENARIO,14:00
108030,ESTACAO TUBO R.BARBOSA/OESTE,14:34
104601,TERMINAL CAMPO COMPRIDO,15:05
108169,ESTACAO TUBO R. BARBOSA/LESTE,15:33
105101,TERMINAL CENTENARIO,16:08
108030,ESTACAO TUBO R.BARBOSA/OESTE,16:46
104601,TERMINAL CAMPO COMPRIDO,17:21
108169,ESTACAO TUBO R. BARBOSA/LESTE,17:52
105101,TERMINAL CENTENARIO,18:26
108030,ESTACAO TUBO R.BARBOSA/OESTE,19:01
104601,TERMINAL CAMPO COMPRIDO,19:36
108169,ESTACAO TUBO R. BARBOSA/LESTE,20:05
