Linha,303
Tabela,006
num,ponto,horario
105101,TERMINAL CENTENARIO,05:46
108030,ESTACAO TUBO R.BARBOSA/OESTE,06:21
104601,TERMINAL CAMPO COMPRIDO,06:55
108169,ESTACAO TUBO R. BARBOSA/LESTE,07:24
105101,TERMINAL CENTENARIO,07:58
108030,ESTACAO TUBO R.BARBOSA/OESTE,08:34
104601,TERMINAL CAMPO COMPRIDO,09:05
108169,ESTACAO TUBO R. BARBOSA/LESTE,09:33
105101,TERMINAL CENTENARIO,10:08
108030,ESTACAO TUBO R.BARBOSA/OESTE,10:42
104601,TERMINAL CAMPO COMPRIDO,11:13
108169,ESTACAO TUBO R. BARBOSA/LESTE,11:41
105101,TERMINAL CENTENARIO,12:16
108030,ESTACAO TUBO R.BARBOSA/OESTE,12:50
104601,TERMINAL CAMPO COMPRIDO,13:21
108169,ESTACAO TUBO R. BARBOSA/LESTE,13:49
105101,TERMINAL CENTENARIO,14:24
108030,ESTACAO TUBO R.BARBOSA/OESTE,14:58
104601,TERMINAL CAMPO COMPRIDO,15:29
108169,ESTACAO TUBO R. BARBOSA/LESTE,15:57
105101,TERMINAL CENTENARIO,16:35
108030,ESTACAO TUBO R.BARBOSA/OESTE,17:11
104601,TERMINAL CAMPO COMPRIDO,17:46
108169,ESTACAO TUBO R. BARBOSA/LESTE,18:15
105101,TERMINAL CENTENARIO,18:51
108030,ESTACAO TUBO R.BARBOSA/OESTE,19:26
104601,TERMINAL CAMPO COMPRIDO,19:57
108169,ESTACAO TUBO R. BARBOSA/LESTE,20:25
105101,TERMINAL CENTENARIO,20:58
108030,ESTACAO TUBO R.BARBOSA/OESTE,21:28
104601,TERMINAL CAMPO COMPRIDO,21:57
108169,ESTACAO TUBO R. BARBOSA/LESTE,22:25
105101,TERMINAL CENTENARIO,22:58
108030,ESTACAO TUBO R.BARBOSA/OESTE,23:27
