Linha,916
Tabela,001
num,ponto,horario
190452,BAIRRO PINHEIROS,05:15
106006,TERMINAL SANTA FELICIDADE,05:31
190452,BAIRRO PINHEIROS,05:47
106006,TERMINAL SANTA FELICIDADE,06:04
190452,BAIRRO PINHEIROS,06:19
106006,TERMINAL SANTA FELICIDADE,06:36
190452,BAIRRO PINHEIROS,06:51
106006,TERMINAL SANTA FELICIDADE,07:08
190452,BAIRRO PINHEIROS,07:23
106006,TERMINAL SANTA FELICIDADE,07:40
190452,BAIRRO PINHEIROS,07:55
106006,TERMINAL SANTA FELICIDADE,08:12
190452,BAIRRO PINHEIROS,08:27
106006,TERMINAL SANTA FELICIDADE,08:47
190452,BAIRRO PINHEIROS,09:02
106006,TERMINAL SANTA FELICIDADE,09:22
190452,BAIRRO PINHEIROS,09:37
106006,TERMINAL SANTA FELICIDADE,09:57
190452,BAIRRO PINHEIROS,10:12
106006,TERMINAL SANTA FELICIDADE,10:32
190452,BAIRRO PINHEIROS,10:47
106006,TERMINAL SANTA FELICIDADE,11:07
190452,BAIRRO PINHEIROS,11:22
106006,TERMINAL SANTA FELICIDADE,11:42
190452,BAIRRO PINHEIROS,11:57
106006,TERMINAL SANTA FELICIDADE,12:17
190452,BAIRRO PINHEIROS,12:32
106006,TERMINAL SANTA FELICIDADE,12:52
190452,BAIRRO PINHEIROS,13:07
106006,TERMINAL SANTA FELICIDADE,13:27
190452,BAIRRO PINHEIROS,13:42
106006,TERMINAL SANTA FELICIDADE,14:02
190452,BAIRRO PINHEIROS,14:17
106006,TERMINAL SANTA FELICIDADE,14:37
190452,BAIRRO PINHEIROS,14:52
106006,TERMINAL SANTA FELICIDADE,15:12
190452,BAIRRO PINHEIROS,15:27
106006,TERMINAL SANTA FELICIDADE,15:47
190452,BAIRRO PINHEIROS,16:02
106006,TERMINAL SANTA FELICIDADE,16:22
190452,BAIRRO PINHEIROS,16:37
106006,TERMINAL SANTA FELICIDADE,16:57
190452,BAIRRO PINHEIROS,17:14
106006,TERMINAL SANTA FELICIDADE,17:34
190452,BAIRRO PINHEIROS,17:51
106006,TERMINAL SANTA FELICIDADE,18:11
190452,BAIRRO PINHEIROS,18:28
106006,TERMINAL SANTA FELICIDADE,18:48
190452,BAIRRO PINHEIROS,19:05
106006,TERMINAL SANTA FELICIDADE,19:25
190452,BAIRRO PINHEIROS,19:42
106006,TERMINAL SANTA FELICIDADE,20:02
190452,BAIRRO PINHEIROS,20:17
106006,TERMINAL SANTA FELICIDADE,20:37
190452,BAIRRO PINHEIROS,20:52
106006,TERMINAL SANTA FELICIDADE,21:12
190452,BAIRRO PINHEIROS,21:27
106006,TERMINAL SANTA FELICIDADE,21:47
190452,BAIRRO PINHEIROS,22:02
106006,TERMINAL SANTA FELICIDADE,22:22
190452,BAIRRO PINHEIROS,22:37
106006,TERMINAL SANTA FELICIDADE,22:57
190452,BAIRRO PINHEIROS,23:12
106006,TERMINAL SANTA FELICIDADE,23:32
190452,BAIRRO PINHEIROS,23:47
106006,TERMINAL SANTA FELICIDADE,00:10
