Linha,505
Tabela,005
num,ponto,horario
109103,TERMINAL BOQUEIRAO,05:56
109037,TUBO MUSEU OSCAR NIEMEYER,06:38
109103,TERMINAL BOQUEIRAO,07:20
109037,TUBO MUSEU OSCAR NIEMEYER,08:13
109103,TERMINAL BOQUEIRAO,08:57
109037,TUBO MUSEU OSCAR NIEMEYER,09:43
109103,TERMINAL BOQUEIRAO,10:25
109037,TUBO MUSEU OSCAR NIEMEYER,11:08
109103,TERMINAL BOQUEIRAO,11:51
109037,TUBO MUSEU OSCAR NIEMEYER,12:35
109103,TERMINAL BOQUEIRAO,13:18
109037,TUBO MUSEU OSCAR NIEMEYER,14:01
109103,TERMINAL BOQUEIRAO,14:45
109037,TUBO MUSEU OSCAR NIEMEYER,15:28
109103,TERMINAL BOQUEIRAO,16:12
109037,TUBO MUSEU OSCAR NIEMEYER,16:59
109103,TERMINAL BOQUEIRAO,17:44
109037,TUBO MUSEU OSCAR NIEMEYER,18:36
