Linha,505
Tabela,010
num,ponto,horario
109103,TERMINAL BOQUEIRAO,06:19
109037,TUBO MUSEU OSCAR NIEMEYER,07:01
109103,TERMINAL BOQUEIRAO,07:46
109037,TUBO MUSEU OSCAR NIEMEYER,08:43
109103,TERMINAL BOQUEIRAO,09:27
109037,TUBO MUSEU OSCAR NIEMEYER,10:12
109103,TERMINAL BOQUEIRAO,10:54
109037,TUBO MUSEU OSCAR NIEMEYER,11:38
109103,TERMINAL BOQUEIRAO,12:21
109037,TUBO MUSEU OSCAR NIEMEYER,13:05
109103,TERMINAL BOQUEIRAO,13:48
109037,TUBO MUSEU OSCAR NIEMEYER,14:31
109103,TERMINAL BOQUEIRAO,15:13
109037,TUBO MUSEU OSCAR NIEMEYER,15:56
109103,TERMINAL BOQUEIRAO,16:41
109037,TUBO MUSEU OSCAR NIEMEYER,17:29
109103,TERMINAL BOQUEIRAO,18:16
109037,TUBO MUSEU OSCAR NIEMEYER,19:06
