Linha,505
Tabela,009
num,ponto,horario
109103,TERMINAL BOQUEIRAO,06:18
109037,TUBO MUSEU OSCAR NIEMEYER,06:58
109103,TERMINAL BOQUEIRAO,07:39
109037,TUBO MUSEU OSCAR NIEMEYER,08:24
109103,TERMINAL BOQUEIRAO,09:09
109037,TUBO MUSEU OSCAR NIEMEYER,09:51
109103,TERMINAL BOQUEIRAO,10:33
109037,TUBO MUSEU OSCAR NIEMEYER,11:15
109103,TERMINAL BOQUEIRAO,11:57
109037,TUBO MUSEU OSCAR NIEMEYER,12:39
109103,TERMINAL BOQUEIRAO,13:21
109037,TUBO MUSEU OSCAR NIEMEYER,14:03
109103,TERMINAL BOQUEIRAO,14:45
109037,TUBO MUSEU OSCAR NIEMEYER,15:27
109103,TERMINAL BOQUEIRAO,16:09
109037,TUBO MUSEU OSCAR NIEMEYER,16:55
109103,TERMINAL BOQUEIRAO,17:37
109037,TUBO MUSEU OSCAR NIEMEYER,18:22
