Linha,505
Tabela,014
num,ponto,horario
109103,TERMINAL BOQUEIRAO,07:04
109037,TUBO MUSEU OSCAR NIEMEYER,07:50
109103,TERMINAL BOQUEIRAO,08:38
109037,TUBO MUSEU OSCAR NIEMEYER,09:28
109103,TERMINAL BOQUEIRAO,10:11
109037,TUBO MUSEU OSCAR NIEMEYER,10:54
109103,TERMINAL BOQUEIRAO,11:36
109037,TUBO MUSEU OSCAR NIEMEYER,12:20
109103,TERMINAL BOQUEIRAO,13:03
109037,TUBO MUSEU OSCAR NIEMEYER,13:47
109103,TERMINAL BOQUEIRAO,14:31
109037,TUBO MUSEU OSCAR NIEMEYER,15:14
109103,TERMINAL BOQUEIRAO,15:57
109037,TUBO MUSEU OSCAR NIEMEYER,16:41
109103,TERMINAL BOQUEIRAO,17:24
109037,TUBO MUSEU OSCAR NIEMEYER,18:15
109103,TERMINAL BOQUEIRAO,19:05
