Linha,607
Tabela,008
num,ponto,horario
350808,TERMINAL MARACANA,05:40
109063,PRACA RUI BARBOSA,06:19
109100,TERMINAL CIC,06:53
109051,TUBO TIRADENTES,07:35
350808,TERMINAL MARACANA,08:09
109063,PRACA RUI BARBOSA,08:57
109100,TERMINAL CIC,09:31
109051,TUBO TIRADENTES,10:11
350808,TERMINAL MARACANA,10:46
109063,PRACA RUI BARBOSA,11:27
109100,TERMINAL CIC,12:03
109051,TUBO TIRADENTES,12:43
350808,TERMINAL MARACANA,13:18
109063,PRACA RUI BARBOSA,13:59
109100,TERMINAL CIC,14:35
109051,TUBO TIRADENTES,15:15
350808,TERMINAL MARACANA,15:52
109063,PRACA RUI BARBOSA,16:40
109100,TERMINAL CIC,17:20
109051,TUBO TIRADENTES,18:03
350808,TERMINAL MARACANA,18:47
109063,PRACA RUI BARBOSA,19:30
109100,TERMINAL CIC,20:02
109051,TUBO TIRADENTES,20:36
350808,TERMINAL MARACANA,21:09
109063,PRACA RUI BARBOSA,21:41
109100,TERMINAL CIC,22:16
109051,TUBO TIRADENTES,22:50
350808,TERMINAL MARACANA,23:21
109063,PRACA RUI BARBOSA,23:52
