Linha,607
Tabela,018
num,ponto,horario
350808,TERMINAL MARACANA,06:15
109063,PRACA RUI BARBOSA,06:56
109100,TERMINAL CIC,07:30
109051,TUBO TIRADENTES,08:15
350808,TERMINAL MARACANA,08:52
109063,PRACA RUI BARBOSA,09:35
109100,TERMINAL CIC,10:09
109051,TUBO TIRADENTES,10:49
350808,TERMINAL MARACANA,11:24
109063,PRACA RUI BARBOSA,12:05
109100,TERMINAL CIC,12:41
109051,TUBO TIRADENTES,13:21
350808,TERMINAL MARACANA,13:56
109063,PRACA RUI BARBOSA,14:37
109100,TERMINAL CIC,15:13
109051,TUBO TIRADENTES,15:53
350808,TERMINAL MARACANA,16:30
109063,PRACA RUI BARBOSA,17:13
109100,TERMINAL CIC,17:55
109051,TUBO TIRADENTES,18:39
350808,TERMINAL MARACANA,19:28
109063,PRACA RUI BARBOSA,20:06
109100,TERMINAL CIC,20:40
109051,TUBO TIRADENTES,21:14
350808,TERMINAL MARACANA,21:47
109063,PRACA RUI BARBOSA,22:19
109100,TERMINAL CIC,22:56
109051,TUBO TIRADENTES,23:30
