Linha,534
Tabela,1
num,ponto,horario
106019,TERMINAL SITIO CERCADO,05:10
104308,TERMINAL BOQUEIRAO,05:30
106019,TERMINAL SITIO CERCADO,05:45
104308,TERMINAL BOQUEIRAO,06:03
106019,TERMINAL SITIO CERCADO,06:20
104308,TERMINAL BOQUEIRAO,06:38
106019,TERMINAL SITIO CERCADO,06:55
104308,TERMINAL BOQUEIRAO,07:13
106019,TERMINAL SITIO CERCADO,07:30
104308,TERMINAL BOQUEIRAO,07:52
106019,TERMINAL SITIO CERCADO,08:13
104308,TERMINAL BOQUEIRAO,08:32
106019,TERMINAL SITIO CERCADO,08:51
104308,TERMINAL BOQUEIRAO,09:10
106019,TERMINAL SITIO CERCADO,09:29
104308,TERMINAL BOQUEIRAO,09:47
106019,TERMINAL SITIO CERCADO,10:03
104308,TERMINAL BOQUEIRAO,10:26
106019,TERMINAL SITIO CERCADO,10:45
104308,TERMINAL BOQUEIRAO,11:04
106019,TERMINAL SITIO CERCADO,11:23
104308,TERMINAL BOQUEIRAO,11:42
106019,TERMINAL SITIO CERCADO,12:01
104308,TERMINAL BOQUEIRAO,12:22
106019,TERMINAL SITIO CERCADO,12:41
104308,TERMINAL BOQUEIRAO,12:58
106019,TERMINAL SITIO CERCADO,13:17
104308,TERMINAL BOQUEIRAO,13:36
106019,TERMINAL SITIO CERCADO,13:55
104308,TERMINAL BOQUEIRAO,14:14
106019,TERMINAL SITIO CERCADO,14:33
104308,TERMINAL BOQUEIRAO,14:52
106019,TERMINAL SITIO CERCADO,15:12
104308,TERMINAL BOQUEIRAO,15:30
106019,TERMINAL SITIO CERCADO,15:49
104308,TERMINAL BOQUEIRAO,16:08
106019,TERMINAL SITIO CERCADO,16:27
104308,TERMINAL BOQUEIRAO,16:46
106019,TERMINAL SITIO CERCADO,17:05
104308,TERMINAL BOQUEIRAO,17:24
106019,TERMINAL SITIO CERCADO,17:43
104308,TERMINAL BOQUEIRAO,18:02
106019,TERMINAL SITIO CERCADO,18:21
104308,TERMINAL BOQUEIRAO,18:40
106019,TERMINAL SITIO CERCADO,18:59
104308,TERMINAL BOQUEIRAO,19:20
106019,TERMINAL SITIO CERCADO,19:42
104308,TERMINAL BOQUEIRAO,20:00
106019,TERMINAL SITIO CERCADO,20:17
104308,TERMINAL BOQUEIRAO,20:34
106019,TERMINAL SITIO CERCADO,20:50
104308,TERMINAL BOQUEIRAO,21:10
106019,TERMINAL SITIO CERCADO,21:27
104308,TERMINAL BOQUEIRAO,21:45
106019,TERMINAL SITIO CERCADO,22:02
104308,TERMINAL BOQUEIRAO,22:20
106019,TERMINAL SITIO CERCADO,22:38
104308,TERMINAL BOQUEIRAO,22:57
106019,TERMINAL SITIO CERCADO,23:15
104308,TERMINAL BOQUEIRAO,23:31
106019,TERMINAL SITIO CERCADO,23:47
104308,TERMINAL BOQUEIRAO,00:03
